time_index,percolating,A_max_frac,AF,mean_width_px,median_width_px,finger_count,gini_k,logk_mean,logk_std,anisotropy_ratio,n_labels,percolating_label
216,False,0.0452,0.0929,0.0,0.0,18,0.9039180227901826,0.4349074276777519,1.0042371517937727,23.63672063747272,6,-1
217,False,0.0452,0.093,0.0,0.0,18,0.9039788723924058,0.4361749862435988,1.0048784511642044,23.668209763547605,6,-1
218,False,0.0454,0.0932,0.0,0.0,17,0.9040065176045426,0.43745477979563746,1.0054964273089877,23.655946801999978,6,-1
219,False,0.038,0.0933,0.0,0.0,18,0.9040346512215123,0.4387266637905982,1.0061216155225317,23.662909380456483,6,-1
220,False,0.038,0.0935,0.0,0.0,19,0.9040682184370594,0.4399689106988845,1.0067315077325125,23.63996006538315,6,-1
221,False,0.0378,0.0936,0.0,0.0,19,0.9040879233099501,0.4412343721544765,1.0073442970032958,23.55814182010039,6,-1
222,False,0.0378,0.0937,0.0,0.0,18,0.9040780898020295,0.44252959761366284,1.007960005492149,23.539843196485133,6,-1
223,False,0.0376,0.0937,0.0,0.0,18,0.9040510437729785,0.44380109673668666,1.0085596420101322,23.529439885347358,6,-1
224,False,0.0377,0.0938,0.0,0.0,17,0.9040347236465143,0.4450466369648613,1.0091755753576885,23.691970141051947,6,-1
225,False,0.0375,0.0938,0.0,0.0,18,0.9040306886932119,0.4462772306325016,1.0098007212926174,23.61799338077556,6,-1
226,False,0.0375,0.0938,0.0,0.0,18,0.9040468730539006,0.4474849357112317,1.0104268614236844,23.703505938319605,6,-1
227,False,0.0375,0.0938,0.0,0.0,18,0.9040407767253369,0.4487116871186582,1.0110535657620336,23.703505938319605,6,-1
228,False,0.0375,0.0939,0.0,0.0,17,0.9040234030375376,0.44993612580387354,1.011666763645706,23.763855886046937,6,-1
229,False,0.0373,0.094,0.0,0.0,18,0.9040206452752868,0.4511662654606394,1.0122889589205202,23.69821983551082,6,-1
230,False,0.0373,0.094,0.0,0.0,18,0.9039851214631371,0.452396590760413,1.0128796409385006,23.69821983551082,6,-1
231,False,0.0372,0.094,0.0,0.0,18,0.9039631730577211,0.4536300343527555,1.0134711406211874,23.68582254299935,6,-1
232,False,0.0372,0.094,0.0,0.0,17,0.9039702778550123,0.4548379071729487,1.014065109631957,24.082856117572117,6,-1
233,False,0.0372,0.0941,0.0,0.0,17,0.9039629716191118,0.45606699058953165,1.014659741249907,24.16123228203594,6,-1
234,False,0.037,0.0941,0.0,0.0,17,0.9039782888488548,0.4572834773265213,1.0152297232509047,24.262581043502802,6,-1
235,False,0.037,0.0943,0.0,0.0,17,0.9040300568679907,0.4584880933481372,1.0158081863847281,24.29745781414865,6,-1
236,False,0.037,0.0945,0.0,0.0,17,0.9040779339839431,0.4596916446366577,1.0163729623007023,24.256215536234357,6,-1
237,False,0.0369,0.0936,0.0,0.0,16,0.9041213661235252,0.460903124983534,1.0169366485950284,23.565740401964252,5,-1
238,False,0.0368,0.0936,0.0,0.0,16,0.9041113545265271,0.46210536042812717,1.0174781881360677,23.581386127393298,5,-1
239,False,0.0366,0.0937,0.0,0.0,16,0.904100319500353,0.46331382694410805,1.0180277626546514,23.761282603573225,5,-1
240,False,0.0366,0.0938,0.0,0.0,16,0.9040894962657018,0.464522090719617,1.018598337262643,23.81078202918342,5,-1
241,False,0.0366,0.0938,0.0,0.0,16,0.9040564704645573,0.46572050593232844,1.0191506604085852,23.777246782573346,5,-1
242,False,0.0366,0.0938,0.0,0.0,16,0.9039978819645991,0.46690983898755295,1.019681087725766,23.780317773423935,5,-1
243,False,0.0366,0.0938,0.0,0.0,16,0.9039608504836829,0.4681013031807335,1.0202244183698106,23.772330551991242,5,-1
244,False,0.0365,0.0938,0.0,0.0,16,0.9039026564542005,0.4692855535208357,1.020764114812591,23.770601468597906,5,-1
245,False,0.0365,0.0938,0.0,0.0,16,0.9038386044164879,0.47049128249956457,1.0213034292093006,23.712357662281253,5,-1
246,False,0.0364,0.0941,0.0,0.0,16,0.9037625376430731,0.4716816373837722,1.021834540646013,23.84452255857971,5,-1
247,False,0.0364,0.0941,0.0,0.0,16,0.9036958248055122,0.47287464281891123,1.0223713409111703,23.780203959209206,5,-1
248,False,0.0365,0.0942,0.0,0.0,16,0.903593414142408,0.47405373796908645,1.0228454808331142,23.975138842711722,5,-1
249,False,0.0369,0.0958,0.0,0.0,19,0.9034578448003521,0.4752628799306458,1.0233155701217587,25.134189120069372,6,-1
250,False,0.0369,0.0958,0.0,0.0,19,0.9033058142574211,0.4764695863116295,1.0237869571856988,25.127128463634914,6,-1
251,False,0.0369,0.0958,0.0,0.0,19,0.9031441616131948,0.4776724446801179,1.024242600612663,25.11480338462508,6,-1
252,False,0.0371,0.0959,0.0,0.0,19,0.9029764168353818,0.47890687838196655,1.0247114912470128,25.18026901492667,6,-1
253,False,0.037,0.0958,0.0,0.0,19,0.9028209600220969,0.4801041619294202,1.0251794081137113,25.18029171746311,6,-1
254,False,0.0371,0.096,0.0,0.0,19,0.9026700568672281,0.48126940797962653,1.0256312138707275,25.064027362540845,6,-1
255,False,0.0372,0.0961,0.0,0.0,19,0.9025202893572404,0.48245834501563767,1.0260848285661883,24.977363830162155,6,-1
256,False,0.0376,0.0961,0.0,0.0,19,0.9023718693185288,0.48366767625255913,1.026539463361916,25.060202014539815,6,-1
257,False,0.0377,0.0961,0.0,0.0,19,0.9022236850878547,0.4848821892589094,1.0269877481811023,25.097304111595072,6,-1
258,False,0.0377,0.0962,0.0,0.0,20,0.9020786722945795,0.4861119959795269,1.0274581606902946,25.182865878423414,6,-1
259,False,0.0377,0.0961,0.0,0.0,22,0.9019407002073416,0.4873119617787863,1.0279217856373235,25.139595527164765,7,-1
260,False,0.0378,0.0961,0.0,0.0,22,0.901791263895988,0.48851704222948117,1.0283726350137807,25.236722249544158,7,-1
261,False,0.0379,0.0961,0.0,0.0,22,0.9016339952486185,0.48973901810603226,1.0288200938362824,25.23749110462833,7,-1
262,False,0.038,0.0961,0.0,0.0,23,0.9014765392505653,0.4909605988655994,1.0292838137276012,25.24567560548907,7,-1
263,False,0.038,0.0961,0.0,0.0,23,0.9013278495936559,0.49220012567070337,1.0297578443359308,25.269298303596692,7,-1
264,False,0.0381,0.096,0.0,0.0,22,0.9011885181536172,0.49344643189848447,1.0302389984073528,25.268459220440697,7,-1
265,False,0.0383,0.096,0.0,0.0,22,0.9010442756395218,0.49467251284624725,1.0307098704427458,25.59756480990406,7,-1
266,False,0.0383,0.096,0.0,0.0,23,0.9009084650794263,0.495855009569508,1.0311738229966578,25.80208283495661,7,-1
267,False,0.0384,0.0962,0.0,0.0,22,0.9007717663255286,0.4970538493476827,1.0316410872605812,25.719169400239632,7,-1
268,False,0.0385,0.0962,0.0,0.0,22,0.9006323647192669,0.4982624790689297,1.0321026137189644,26.04353088326267,7,-1
269,False,0.0388,0.0963,0.0,0.0,23,0.9005014585315849,0.49947297300248666,1.0325777274912429,26.54908795594277,7,-1
270,False,0.0389,0.0963,0.0,0.0,23,0.9003831467634988,0.5006703073922536,1.0330373612435988,26.821245929513655,7,-1
271,False,0.0389,0.0963,0.0,0.0,23,0.9002709703409317,0.5018570130762758,1.0334671122200803,26.682699547101233,7,-1
272,False,0.0389,0.0964,0.0,0.0,23,0.9001307017946125,0.5030159167719412,1.0338727256855396,26.664653699681843,7,-1
273,False,0.0389,0.0965,0.0,0.0,23,0.8999530871942982,0.5041874618933346,1.0342959863263663,26.705397021328857,7,-1
274,False,0.039,0.0965,0.0,0.0,23,0.8997634717073273,0.5053551533953717,1.0347416156003035,26.74929777955893,7,-1
275,False,0.039,0.0965,0.0,0.0,23,0.8995741066570067,0.5065130239606023,1.0351588850529807,26.82444053888738,7,-1
276,False,0.039,0.096,0.0,0.0,22,0.8993747283954536,0.507699824007651,1.035573898996828,27.134425795298167,7,-1
277,False,0.0392,0.0948,0.0,0.0,21,0.8991673687962494,0.5088723528808897,1.036021863953937,26.987808583686846,7,-1
278,False,0.0393,0.0949,0.0,0.0,22,0.8989586224681336,0.5100503423805931,1.0364712878087674,27.29097668446728,7,-1
279,False,0.0421,0.095,0.0,0.0,20,0.8987557310079783,0.511224560512862,1.0369198700073563,27.443528958670136,6,-1
280,False,0.0422,0.0949,0.0,0.0,21,0.898548753161577,0.5124141255113871,1.037357186229412,27.576719807197463,7,-1
281,False,0.0427,0.0951,0.0,0.0,20,0.8983421270247993,0.513589777123285,1.0377779242223724,28.032993269224804,7,-1
282,False,0.0429,0.0952,0.0,0.0,20,0.89813165562514,0.5147577269100049,1.038197912474424,28.333191883907947,7,-1
283,False,0.043,0.0951,0.0,0.0,20,0.8979196265171441,0.5159159737604212,1.0386259712588137,28.34956615694798,7,-1
284,False,0.043,0.0951,0.0,0.0,21,0.8977117452460619,0.5170565778563253,1.0390605294451993,28.399458706491163,7,-1
285,False,0.0432,0.0951,0.0,0.0,21,0.8975026018155721,0.5182066388661826,1.0394907397802031,28.66905787248217,7,-1
286,False,0.0437,0.0953,0.0,0.0,22,0.8972933116975519,0.5193875722344657,1.039933737459076,28.814411558264144,7,-1
287,False,0.0438,0.0953,0.0,0.0,24,0.8970885904085013,0.5205588287839993,1.0403631053679907,28.76486886172738,8,-1
288,False,0.0438,0.0953,0.0,0.0,24,0.8968973979481829,0.5216985582026152,1.040759605784087,28.796170373336228,8,-1
289,False,0.044,0.095,0.0,0.0,24,0.8967084455881695,0.5228429155824075,1.0411381740387518,29.16286037418218,8,-1
290,False,0.0444,0.0951,0.0,0.0,24,0.8965207421893033,0.5240009548596364,1.0415448597596804,29.62621421815959,8,-1
291,False,0.0444,0.0951,0.0,0.0,24,0.8963323747687488,0.5251587898710653,1.0419285832866343,29.74156895838144,8,-1
292,False,0.0445,0.095,0.0,0.0,25,0.8961451163849621,0.5263094235121656,1.0422973960208575,30.01281501518299,8,-1
293,False,0.0445,0.0962,0.0,0.0,27,0.8959539921109778,0.5274817074435987,1.0426931800717543,31.182728981017576,9,-1
294,False,0.0459,0.0951,0.0,0.0,24,0.8957639483794058,0.5286386830052846,1.0430945976478332,32.96792351512443,7,-1
295,False,0.0462,0.0952,0.0,0.0,25,0.8955890987743602,0.5297523816468344,1.0434837353070123,33.04333146482187,7,-1
296,False,0.0462,0.0952,0.0,0.0,25,0.8954101066850033,0.530873811787445,1.0438549193062365,33.566278061690696,7,-1
297,False,0.0464,0.0953,0.0,0.0,23,0.8952384511026947,0.5320029683217434,1.0442398463890623,33.636126636406516,7,-1
298,False,0.0467,0.0953,0.0,0.0,22,0.8950651082806489,0.5331433617233975,1.044653715579734,34.13780215016803,7,-1
299,False,0.0468,0.0952,0.0,0.0,22,0.8949107252973241,0.5342707324063638,1.0450567815018301,34.178255012043614,7,-1
300,False,0.0581,0.0951,0.0,0.0,22,0.8947760863553142,0.5353695269927592,1.045437334780702,34.10192554448987,6,-1
