time_index,percolating,A_max_frac,AF,mean_width_px,median_width_px,finger_count,gini_k,logk_mean,logk_std,anisotropy_ratio,n_labels,percolating_label
48,False,0.0288,0.0888,0.0,0.0,37,0.8718564990942004,0.1152769104203969,0.8958976592585765,20.347389690226922,12,-1
49,False,0.0292,0.0893,0.0,0.0,37,0.8729246832398798,0.11869720318473828,0.897015842524552,20.468987520343944,12,-1
50,False,0.0295,0.0894,0.0,0.0,37,0.8741404644112565,0.12211558658928552,0.8981653103767121,20.59822712353287,12,-1
51,False,0.0295,0.0894,0.0,0.0,37,0.8754320356148197,0.1254723594930661,0.8993607551438122,20.53636782029081,12,-1
52,False,0.03,0.0896,0.0,0.0,36,0.8767872220831914,0.12878227583857454,0.9004886680606249,20.79469955444657,12,-1
53,False,0.0302,0.0896,0.0,0.0,35,0.8781795319114529,0.13210104688033852,0.9014667594079885,20.50276335812926,12,-1
54,False,0.0305,0.0894,0.0,0.0,35,0.8795434544597267,0.13538282956528,0.9022825332643558,19.968152004072174,12,-1
55,False,0.0308,0.0903,0.0,0.0,36,0.8808763123793821,0.13873221794537022,0.9030936504115379,20.21704813517357,13,-1
56,False,0.0308,0.0903,0.0,0.0,36,0.8821899041978143,0.14206892639944818,0.9038405593584938,20.05483242659326,13,-1
57,False,0.0309,0.0894,0.0,0.0,32,0.8833640907707612,0.1453935012835312,0.9045318236881923,20.83622708135664,11,-1
58,False,0.0311,0.0895,0.0,0.0,32,0.884567865726956,0.14873217418749884,0.9051908581722782,20.733249776880562,11,-1
59,False,0.0313,0.0894,0.0,0.0,32,0.8855165098858306,0.1520018293629154,0.9058135694623177,20.760027069791608,11,-1
60,False,0.0315,0.0896,0.0,0.0,32,0.8862985211288685,0.1551583844388282,0.9063968670465645,20.701271279352607,11,-1
61,False,0.0317,0.0895,0.0,0.0,33,0.8869515234987262,0.15830326782226847,0.9069510802348513,20.675482140882295,11,-1
62,False,0.032,0.0896,0.0,0.0,32,0.887566019412686,0.16141253895792146,0.907519451669204,20.69770816582109,11,-1
63,False,0.0323,0.0894,0.0,0.0,30,0.8881704470037555,0.16449381210630176,0.9081651695595369,21.203685190074452,11,-1
64,False,0.0324,0.0895,0.0,0.0,30,0.8886572241701864,0.16771820758148104,0.908909406467016,21.172092630393504,11,-1
65,False,0.0326,0.0895,0.0,0.0,30,0.8890593617450779,0.17080735009078835,0.9096118693398892,21.15258973227881,11,-1
66,False,0.0327,0.0895,0.0,0.0,30,0.8893365058760752,0.17393601442178844,0.9103794265754879,21.205310384570737,11,-1
67,False,0.0331,0.0897,0.0,0.0,31,0.8894598415342709,0.1769168359561364,0.9110876239296227,21.148695898711026,11,-1
68,False,0.0331,0.0897,0.0,0.0,31,0.8895562375697244,0.1798718215661449,0.911844470757328,21.21973586494816,11,-1
69,False,0.0332,0.0901,0.0,0.0,30,0.8895274689679811,0.1827804844669112,0.912707312213612,21.266009004339914,11,-1
70,False,0.0334,0.0896,0.0,0.0,30,0.8894471411829299,0.1857018678730912,0.9136807035021746,21.56186327125886,11,-1
71,False,0.0338,0.0898,0.0,0.0,30,0.8893743002734458,0.1885665334224841,0.9146205870668044,21.619027419221908,11,-1
72,False,0.034,0.0907,0.0,0.0,31,0.8892173613486574,0.19136000869288255,0.9156488659611391,20.58756038185733,12,-1
73,False,0.0341,0.0909,0.0,0.0,32,0.8890176135035206,0.19415171433394798,0.9167470236086263,20.369888591970348,12,-1
74,False,0.0342,0.0908,0.0,0.0,33,0.8888030024032492,0.19688188098842552,0.9178473385354827,20.354781353063064,12,-1
75,False,0.0344,0.0922,0.0,0.0,36,0.8886231743786832,0.19960177605131918,0.918977242009949,19.696001738148947,13,-1
76,False,0.0344,0.0921,0.0,0.0,36,0.8884543213802862,0.20228864254436227,0.9200361691897415,19.58956669273094,13,-1
77,False,0.0345,0.0922,0.0,0.0,36,0.8883339320601429,0.20493966734046695,0.921085007293232,19.650529891498,13,-1
78,False,0.0347,0.0923,0.0,0.0,36,0.8882148667946683,0.20754741331908808,0.9220750435660684,19.556327644848484,13,-1
79,False,0.035,0.0912,0.0,0.0,34,0.8880732221839396,0.21015711976788654,0.9230078378549395,19.77473904483995,13,-1
80,False,0.035,0.09,0.0,0.0,30,0.8879983693856484,0.21268219595809024,0.9239597489436537,18.212682663135126,12,-1
81,False,0.0351,0.0901,0.0,0.0,30,0.8879010882186966,0.21518349751146965,0.9249877199790195,18.361852831648815,12,-1
82,False,0.0365,0.0917,0.0,0.0,32,0.8878409940167289,0.21766415008880677,0.925899657099269,18.34774136453381,12,-1
83,False,0.0369,0.0917,0.0,0.0,32,0.8877072029174982,0.22013728481239805,0.9267471554269152,18.656920046869896,12,-1
84,False,0.0373,0.0921,0.0,0.0,33,0.8876258243291513,0.22262489692923923,0.927546975339207,18.792836925640778,12,-1
85,False,0.0375,0.0925,0.0,0.0,30,0.8874784092573951,0.22506955585468214,0.9283280192833088,18.96099142059059,11,-1
86,False,0.0377,0.0925,0.0,0.0,31,0.8872999271278323,0.2273990273702124,0.9290437871926779,19.322055478566163,11,-1
87,False,0.0378,0.0922,0.0,0.0,31,0.8871700435265155,0.22968456951692096,0.9297849434385762,19.553619178915618,11,-1
88,False,0.0379,0.091,0.0,0.0,28,0.8870326333453902,0.23187179878775097,0.9305337470140317,19.769273836693294,11,-1
89,False,0.0378,0.0908,0.0,0.0,29,0.8868981846844275,0.23407448058512037,0.9312627679581503,19.752522146419114,12,-1
90,False,0.038,0.0909,0.0,0.0,29,0.8867682332753726,0.23621748708718465,0.931954131314629,19.75098397873481,12,-1
91,False,0.0387,0.0913,0.0,0.0,32,0.8866437283186197,0.23835193852028716,0.9326577486069793,19.936163897831758,12,-1
92,False,0.0389,0.0914,0.0,0.0,31,0.8865171551077218,0.2404322299587827,0.9333491556091414,19.975018973389624,12,-1
93,False,0.0394,0.0915,0.0,0.0,30,0.8864292923511765,0.2424699405418094,0.9340400274242179,20.20569249347004,12,-1
94,False,0.0396,0.0918,0.0,0.0,30,0.8863660159011324,0.24446798138436984,0.9346893530464199,20.19352025384907,12,-1
95,False,0.0397,0.0916,0.0,0.0,31,0.8863108328539744,0.24648411116034058,0.9353392338430635,20.467733852029863,12,-1
96,False,0.0398,0.0916,0.0,0.0,31,0.8862664666637152,0.24849181254651648,0.9359942319028088,20.530634761721263,12,-1
97,False,0.04,0.0914,0.0,0.0,31,0.8862088337453671,0.25047429040534896,0.9366298417582556,20.626834179770725,12,-1
98,False,0.0403,0.0913,0.0,0.0,32,0.8862229860798139,0.25251295217759934,0.9372670839287628,20.98709706498772,12,-1
99,False,0.0404,0.0931,0.0,0.0,34,0.8862315901613655,0.25452974715935006,0.9378502668437781,19.69727295841528,12,-1
100,False,0.0406,0.0931,0.0,0.0,34,0.8861596723906777,0.25643506299684415,0.9383975797135814,19.602478510646083,12,-1
101,False,0.0408,0.0934,0.0,0.0,34,0.8861311095672149,0.258318879483995,0.9388912949821855,19.50520533180783,12,-1
102,False,0.0408,0.0934,0.0,0.0,34,0.8860917027607147,0.26020986523278805,0.9393868380260879,19.26457718246366,12,-1
103,False,0.0411,0.0924,0.0,0.0,35,0.8860307076561427,0.26209439250333405,0.9398380880606284,19.663803952648056,13,-1
104,False,0.0412,0.0931,0.0,0.0,35,0.8859358582036587,0.2639992083057151,0.9403198558455543,20.244855128947616,13,-1
105,False,0.0415,0.093,0.0,0.0,35,0.8858396309138785,0.2659776255148413,0.9408294912629984,20.4253901331647,13,-1
106,False,0.0416,0.093,0.0,0.0,35,0.8857516208368044,0.2678771723022056,0.9413066306606086,20.533777726195137,13,-1
107,False,0.0421,0.0933,0.0,0.0,35,0.8856574191268785,0.26976295182058263,0.9418065234555578,20.420055318717576,13,-1
108,False,0.0422,0.092,0.0,0.0,32,0.8856276809086794,0.27164934212416836,0.9422911001132293,21.52861767518469,12,-1
109,False,0.0422,0.0919,0.0,0.0,32,0.8855964609930029,0.27353153304204847,0.9428008547129867,21.589368392134677,12,-1
110,False,0.0423,0.0919,0.0,0.0,32,0.8855548999127805,0.27544658794899185,0.9433718995802792,21.58437370780514,12,-1
111,False,0.0424,0.0921,0.0,0.0,32,0.8855026500040646,0.27728091413095945,0.9438465181305152,21.581967406227758,12,-1
112,False,0.0438,0.0922,0.0,0.0,29,0.8854769788242833,0.27913353918014516,0.9443958233484158,25.137489442089944,11,-1
113,False,0.0443,0.0903,0.0,0.0,28,0.8854474935728545,0.2809739652888177,0.944923353210424,27.253520887926417,10,-1
114,False,0.0446,0.0896,0.0,0.0,29,0.8853687764595486,0.28278522310049287,0.9454739072727668,27.385390727587936,10,-1
115,False,0.045,0.0896,0.0,0.0,29,0.8852998418229749,0.28463594177853363,0.946039856868443,27.23855284304715,10,-1
116,False,0.0454,0.0898,0.0,0.0,29,0.8852297613985798,0.28649516812579723,0.9466170568600442,27.19674178795404,10,-1
117,False,0.0457,0.0901,0.0,0.0,29,0.8851546246970692,0.28832058669296495,0.9471783609250043,26.934118770485245,10,-1
118,False,0.0458,0.0902,0.0,0.0,29,0.8851031666683502,0.29015464221850146,0.9477719131557096,26.64883513634317,10,-1
119,False,0.0461,0.0901,0.0,0.0,29,0.8850796922408171,0.29197538646521964,0.9483917072388002,26.716994219892747,10,-1
120,False,0.0462,0.0902,0.0,0.0,30,0.8850821405446168,0.2937550223523342,0.9489963347618003,26.462660875665,10,-1
121,False,0.0463,0.0902,0.0,0.0,30,0.8850877921969258,0.29550209214877043,0.9495407972600459,26.418731912845086,10,-1
122,False,0.0466,0.0891,0.0,0.0,28,0.8851480829122653,0.2972747858788471,0.9501482792522509,25.694061156513527,9,-1
123,False,0.0472,0.0895,0.0,0.0,27,0.8851971180063076,0.29901663731764366,0.9507191693622266,25.615923442981654,9,-1
124,False,0.0471,0.0895,0.0,0.0,27,0.8852355379387233,0.30071422118510893,0.951240565848299,25.31130506319438,9,-1
125,False,0.0496,0.0896,0.0,0.0,25,0.8852478543114775,0.30243898481338927,0.9517492072951813,25.122820392817538,8,-1
126,False,0.0497,0.0897,0.0,0.0,25,0.8852724661287843,0.3041971144996079,0.9522826957369093,24.994121053542564,8,-1
127,False,0.05,0.0898,0.0,0.0,26,0.8852898502991007,0.3059448864586635,0.952815096434042,24.581632624845447,8,-1
128,False,0.0503,0.0901,0.0,0.0,26,0.88531438954639,0.30774753011236305,0.9533876966687772,24.57834875719419,8,-1
129,False,0.0506,0.0905,0.0,0.0,26,0.8853061282355092,0.3094946946057251,0.9539171352750422,24.562235264790285,8,-1
130,False,0.0507,0.0906,0.0,0.0,26,0.8852995444044283,0.3112430399617121,0.9544568375049655,24.136007118064907,8,-1
131,False,0.0509,0.0908,0.0,0.0,26,0.8853246215404891,0.3129546150212325,0.955006237860994,24.178464063004313,8,-1
132,False,0.056,0.0908,0.0,0.0,24,0.8853550968579025,0.3146483263782562,0.955544887985695,24.22712072279276,7,-1
133,False,0.0562,0.0911,0.0,0.0,24,0.885325885298256,0.31632239225018377,0.9561128933997555,23.94380795893805,7,-1
134,False,0.0562,0.0912,0.0,0.0,24,0.885311772867988,0.3179699416173763,0.9567177524073903,23.93592850499483,7,-1
135,False,0.0565,0.0914,0.0,0.0,24,0.8853113307148175,0.3195987373417189,0.957302352143004,23.77234026562539,7,-1
136,False,0.0567,0.0915,0.0,0.0,24,0.8853233344259153,0.3212612968245394,0.957910915628382,23.73263745144891,7,-1
137,False,0.0568,0.0915,0.0,0.0,24,0.8853424705629913,0.3229535942469191,0.9585256843028357,23.568835804275786,7,-1
138,False,0.0568,0.0915,0.0,0.0,25,0.8854033901530503,0.32460452963580005,0.9591216418531454,23.291705126892523,7,-1
139,False,0.0569,0.0916,0.0,0.0,25,0.8854788812312506,0.3261851122475788,0.9597019589989434,23.272613918587076,7,-1
140,False,0.0573,0.0918,0.0,0.0,25,0.8855659145161863,0.3277584541431872,0.9602633949952197,23.39516907369,7,-1
141,False,0.0577,0.092,0.0,0.0,25,0.8856563564413598,0.3293645276746279,0.9608272612749674,23.387855329573963,7,-1
142,False,0.0578,0.0921,0.0,0.0,25,0.8857410591856327,0.33098615004362125,0.9614431038399048,23.320040101205294,7,-1
143,False,0.058,0.092,0.0,0.0,24,0.8858652268263187,0.3326234957895741,0.9620757395249292,23.302530554723774,7,-1
144,False,0.0584,0.092,0.0,0.0,23,0.8860404028589901,0.3342223860517443,0.9626631177094117,23.300832700079123,8,-1
145,False,0.0585,0.0918,0.0,0.0,23,0.8862462721251703,0.3358302817891545,0.9632792702863303,23.295586899218222,8,-1
146,False,0.0589,0.092,0.0,0.0,25,0.8864618314573831,0.3373857885058778,0.9638650569759487,23.140253039478907,8,-1
147,False,0.059,0.0919,0.0,0.0,25,0.8866894414857078,0.33893279560617573,0.9644222721152673,23.02666207981005,8,-1
148,False,0.0591,0.092,0.0,0.0,26,0.8869635992228297,0.34046138232091516,0.9649561839348176,23.06392388998401,8,-1
149,False,0.0593,0.0917,0.0,0.0,26,0.8872913877781934,0.34199140016406765,0.9654813636044925,23.16048501427125,8,-1
150,False,0.0594,0.0917,0.0,0.0,26,0.8876272932450002,0.3435153190218401,0.9659750696981081,23.18303269340305,8,-1
151,False,0.0596,0.0918,0.0,0.0,27,0.8880453687309176,0.3450831777813704,0.9665086058276868,23.032861283917686,9,-1
152,False,0.0599,0.092,0.0,0.0,27,0.8885056331252195,0.3466178869701715,0.9670290155932797,23.044275840943413,9,-1
153,False,0.0598,0.0919,0.0,0.0,27,0.8888508235500412,0.3481548233570516,0.9675238083702982,23.051916718821893,9,-1
154,False,0.0398,0.0919,0.0,0.0,27,0.8890409822683267,0.3496780522211231,0.9680023830708823,23.013457922092332,10,-1
155,False,0.0399,0.0918,0.0,0.0,27,0.8892262016875996,0.35121284361835714,0.9684952841765836,23.13287827293945,10,-1
156,False,0.0399,0.092,0.0,0.0,27,0.8894086410991529,0.35273690726786594,0.9690037159591647,23.070234756163227,10,-1
157,False,0.0399,0.0921,0.0,0.0,28,0.889566501626506,0.35423279038023736,0.9694947940196433,23.135644003355218,10,-1
158,False,0.04,0.0923,0.0,0.0,27,0.8896909019008516,0.3557145687251476,0.9699568898228109,23.136945107178885,10,-1
159,False,0.04,0.0924,0.0,0.0,29,0.8898391397294494,0.35720383088089996,0.9704167610137715,23.097807845358062,10,-1
160,False,0.04,0.0914,0.0,0.0,26,0.8900049076409124,0.35870870710401975,0.9709265785060611,23.61425796237595,9,-1
161,False,0.04,0.0915,0.0,0.0,26,0.8901804916561262,0.3602051333665804,0.9714628780715938,23.50139553776638,9,-1
162,False,0.04,0.0917,0.0,0.0,26,0.8903702991972502,0.36169583883924467,0.9720198362871219,23.50193343090112,9,-1
163,False,0.0402,0.0919,0.0,0.0,25,0.8905160476078138,0.36315188867747344,0.9725268434434002,23.563102877638453,9,-1
164,False,0.0402,0.0919,0.0,0.0,24,0.8906627172862309,0.3646560168119963,0.9730775589489451,23.573156015344043,9,-1
165,False,0.0402,0.092,0.0,0.0,24,0.8908094226176979,0.3661433253910094,0.9736368866103621,23.59368064143767,9,-1
166,False,0.0404,0.0921,0.0,0.0,24,0.8909650173337664,0.367615281969449,0.9741755654680602,23.589237862276672,9,-1
167,False,0.0402,0.092,0.0,0.0,24,0.8911429063844194,0.3691018152188933,0.9747441307385397,23.684331835547667,9,-1
168,False,0.0403,0.092,0.0,0.0,24,0.8913509801415682,0.3705931085065639,0.9753080519772696,23.68008099385517,9,-1
169,False,0.0403,0.0919,0.0,0.0,24,0.8915626555111829,0.37208178646487305,0.9758723994513301,23.713949658490563,9,-1
170,False,0.0404,0.092,0.0,0.0,23,0.8917572070099338,0.37352370779450667,0.976473690625504,23.735068408098094,9,-1
171,False,0.0404,0.0922,0.0,0.0,23,0.8919886021954564,0.37494541479088,0.9770777502148689,23.726725764431343,9,-1
172,False,0.0403,0.0925,0.0,0.0,21,0.8922554203526294,0.3763782556434253,0.9776848635242351,23.716818966748853,8,-1
173,False,0.0403,0.0925,0.0,0.0,21,0.8925274517467439,0.3778194555083017,0.9783075231010995,23.630399044214506,8,-1
174,False,0.0405,0.0926,0.0,0.0,21,0.8928228717752065,0.37926429310445603,0.97892802949991,23.623415100631725,8,-1
175,False,0.0405,0.0925,0.0,0.0,21,0.8931580772683889,0.380641481495997,0.9795056894280518,23.548794926315043,8,-1
176,False,0.0403,0.0925,0.0,0.0,21,0.8935897968104267,0.38204493061301725,0.9801335452290668,23.560120410531276,8,-1
177,False,0.0408,0.093,0.0,0.0,21,0.8940620627568328,0.38344115398232587,0.9807407387573901,23.3569868115763,8,-1
178,False,0.0408,0.0929,0.0,0.0,20,0.8944999854178888,0.38482717966071245,0.9813362513396573,23.295316787181534,7,-1
179,False,0.0406,0.0928,0.0,0.0,21,0.8950092567883814,0.3862060516787878,0.9819432367022487,23.230106440439144,7,-1
180,False,0.0406,0.0928,0.0,0.0,20,0.895587219431573,0.3875960812676299,0.9825850905228347,23.194914520429855,7,-1
181,False,0.0398,0.0922,0.0,0.0,20,0.8962597488498949,0.3889539723713204,0.9832136505446234,23.493193796051262,7,-1
182,False,0.0398,0.0937,0.0,0.0,22,0.8967472822660245,0.39029791949001064,0.9838288284229931,23.756382323845944,8,-1
183,False,0.0398,0.0939,0.0,0.0,22,0.8971505192626796,0.39164014342031395,0.9844348154893213,23.75142156985045,8,-1
184,False,0.0398,0.0939,0.0,0.0,22,0.8975986730218384,0.3929937814487232,0.9850425692142762,23.71376131674486,8,-1
185,False,0.0399,0.0941,0.0,0.0,22,0.8980259279067071,0.39434016167169333,0.9856659409280071,23.699398377456554,8,-1
186,False,0.0402,0.0942,0.0,0.0,21,0.8984734852761851,0.3957172793265745,0.9862967244211586,23.553601992072196,8,-1
187,False,0.0404,0.0939,0.0,0.0,21,0.8989445104923139,0.39710362391964815,0.9869264312880701,23.68081335981102,8,-1
188,False,0.041,0.0943,0.0,0.0,21,0.8994392005573444,0.3984353733331056,0.9875229744197076,23.607210814244386,8,-1
189,False,0.0412,0.0944,0.0,0.0,21,0.9000335934066903,0.3997521135629535,0.988150460741877,23.55608573882762,8,-1
190,False,0.0414,0.0946,0.0,0.0,22,0.9006986199801368,0.4010855399935962,0.9887886895672112,23.535127826119638,8,-1
191,False,0.0415,0.0946,0.0,0.0,22,0.9011395859452436,0.40240920214702447,0.9893628133309146,23.56451359145653,8,-1
192,False,0.0415,0.0946,0.0,0.0,23,0.9015162170175419,0.4037278750167844,0.9899337205594624,23.585853867555123,8,-1
193,False,0.0417,0.0946,0.0,0.0,22,0.9017286097456467,0.4050236338531109,0.9904839054196727,23.543971155970542,8,-1
194,False,0.0419,0.0946,0.0,0.0,22,0.9019909266389521,0.4063433832729843,0.991068488073717,23.693829364456622,8,-1
195,False,0.042,0.0946,0.0,0.0,23,0.9022563877043694,0.40765351080259987,0.9916381172203454,23.678110802546172,8,-1
196,False,0.0421,0.0935,0.0,0.0,21,0.9022608902242892,0.4089585164910451,0.9921983151006841,23.061524603443356,7,-1
197,False,0.0423,0.0935,0.0,0.0,21,0.9022898656919012,0.4102552186960197,0.9927700408966191,23.16808266180913,7,-1
198,False,0.0423,0.0937,0.0,0.0,21,0.9023313826772557,0.4115697505563325,0.9933529699915604,23.194060005595784,7,-1
199,False,0.0423,0.0937,0.0,0.0,22,0.902414499594449,0.41288004393499567,0.9939388266222036,23.221474179997564,7,-1
200,False,0.0426,0.094,0.0,0.0,22,0.9025436819238473,0.41417708245229123,0.9945355249921323,23.277168855809155,7,-1
201,False,0.0427,0.0941,0.0,0.0,22,0.9027264324441806,0.4154961172972427,0.9951633020894586,23.306104143112748,7,-1
202,False,0.0429,0.0926,0.0,0.0,20,0.9028805178460941,0.4167983643652582,0.9957623199421787,22.802756609335784,6,-1
203,False,0.0431,0.0928,0.0,0.0,19,0.9029233403181678,0.4180910034843762,0.9963525704217597,22.75919829536258,6,-1
204,False,0.0434,0.0929,0.0,0.0,19,0.9030004013586441,0.41939880465515855,0.9969849393920587,22.841314348482573,6,-1
205,False,0.0434,0.0929,0.0,0.0,18,0.9031002193639546,0.42069653148963526,0.9976107198895833,22.85614159227507,6,-1
206,False,0.0434,0.093,0.0,0.0,18,0.903209359167394,0.42200295541133026,0.9982356564360894,22.844931997641073,6,-1
207,False,0.0437,0.0931,0.0,0.0,17,0.9033154528628262,0.4233207112270849,0.998872061312256,22.847303487569274,6,-1
208,False,0.044,0.0933,0.0,0.0,17,0.9033897386630418,0.42459909514374794,0.9994530866942946,22.838369480761244,6,-1
209,False,0.0443,0.0935,0.0,0.0,18,0.903453240275556,0.4258956251570269,1.0000375035667652,22.862520777037734,6,-1
210,False,0.0444,0.0937,0.0,0.0,18,0.9035100022880405,0.42717386674877444,1.0006194864973028,22.91462400850293,6,-1
211,False,0.0446,0.0931,0.0,0.0,17,0.9035758358826065,0.4284608879080637,1.0012189461170014,23.096861239679928,6,-1
212,False,0.0447,0.0931,0.0,0.0,17,0.9036425000832249,0.4297449473326944,1.00178797330748,23.082004415262073,6,-1
213,False,0.0447,0.0929,0.0,0.0,17,0.9037315228661111,0.4310476516188928,1.002395009002557,23.284301152636353,6,-1
214,False,0.0447,0.0928,0.0,0.0,17,0.9038078095609545,0.4323455625128611,1.0030032814241425,23.54064835725755,6,-1
215,False,0.0451,0.0928,0.0,0.0,18,0.9038553221732248,0.4336266172542207,1.0036122641665968,23.634089244629248,6,-1
